User,Username,User Description,Followers Count,Friends Count,Time,Tweet,Location,Retweeted Tweet,Retweet Count,Fav Count
Keith Madigan,Keithmadigan,,38,253,Tue Nov 08 23:59:28 +0000 2016,"RT @billmaher: Pls vote for Hillary today. Even if you don't like her, its necessary to block a dangerous lunatic ultimate power. #ThisTime",orlando florida,Yes,21599,0
Trinity Collier,TrlnWatermelon,I  am 13  love my baby and follow me on Instagram,67,2060,Tue Nov 08 23:59:28 +0000 2016,"RT @pops_clark: @darkagesreturn Thanks. Wifey fine. Right now exit polls show slaughter. 83%
Trump. 13% Hillary. Looks real good.",California,Yes,2,0
John Bugaj,john_bugaj,,262,396,Tue Nov 08 23:59:28 +0000 2016,"RT @YoungDems4Trump: if you are still undecided:

Trump loves America.
Hillary hates Americans.

The choice is simple and clear.

#myvote20",,Yes,1664,0
talaina,biebstorture,i met him.,4719,577,Tue Nov 08 23:59:28 +0000 2016,RT @jaureologist: I DON'T CARE HOW MUCH Y'ALL HATE BOTH CANDIDATES YOU WILL VOTE FOR HILLARY WHETHER YOU LIKE IT OR NOT I REFUSE TO LET TRU,bay area,Yes,3780,0
Karen,frespirit01,"Entrepreneur-family business.. Strong believer in God/Angels&Spirits, Believe in  small govt. Illegal immigration is breakin the law!! Protect R FREEDOM",2655,1940,Tue Nov 08 23:59:28 +0000 2016,"RT @KingsandLords: @YoungDems4Trump @enjoynChi @LilSteelerGirl @DebAlwaystrump
TRUMP 52%
HillARY 43%
JOHNSON 3%
UNDECITED 2%
USA LANDSLIDE",midwest,Yes,16,0
The Week,TheWeek,All you need to know about everything that matters.,113954,1567,Tue Nov 08 23:59:28 +0000 2016,Hillary Clinton has a special message for her Pantsuit Nation supporters: https://t.co/UQb5tOq5zx,"New York, NY",No,2,5
Doriya,Yajasaher,NUESTRA MADRE INTERCESORA`ROGAD POR NOSOTROS QUE RECURRIMOS A TI`,1578,1940,Tue Nov 08 23:59:28 +0000 2016,"RT @mitchellvii: How can anyone think of trainwreck Hillary as a ""strong Commander in Chief""?  I mean, my God.",,Yes,782,0
Deplorable Josh,JoshNoneYaBiz,"One time Liberal, who woke up.",12874,1526,Tue Nov 08 23:59:28 +0000 2016,RT @wikileaks: Hillary Clinton is privately against gay marriage https://t.co/CvFM71cinV,,Yes,15271,0
Claudia,cloudydino,getting my life together so that my future dogs will have financial stability,543,592,Tue Nov 08 23:59:28 +0000 2016,RT @KayzoMusic: If Hillary Clinton wins I hope she comes out for her victory speech to jotaro.,Trying to nap,Yes,245,0
.,ButteryyToast,Gotta get up again,1004,880,Tue Nov 08 23:59:28 +0000 2016,RT @souljaboy: I hope Hillary win fuck trump stupid ass,DC,Yes,39419,0
narniabusiness,Ifrancis52,"I like 10 cent ramen, tequila, and talking to my cat. I'm gonna post some weird shit now.",54,73,Tue Nov 08 23:59:28 +0000 2016,Im really afraid that Hillary will win and then pull of a mask and still be Donald Trump,"Costa Mesa, CA",No,0,0
Deplorable KC,keith_camic,Last surviving Revolutionary War Veteran. Trump2016. Let's Roll. Remember 911.,1111,1607,Tue Nov 08 23:59:28 +0000 2016,"RT @TeamTrump: Hillary Clinton is simply unfit. It's time to put STRONG leadership in the White House - it's time to elect Trump!
https://t",phoenix,Yes,1231,0
Destiny,ButerasThief,@frijoleadeux and @skankertot are my hoes I'm a Hispanic goddess putas.,1831,15,Tue Nov 08 23:59:28 +0000 2016,@_actually_ash I'm for trump but this is a bad argument because at the time Hillary was a lawyer it was her job to cover it up,,No,0,3
Richard A. Mills,RAMrants,"About pop culture, without safe-spaces. https://t.co/kuPKkUAeVk Editor, Political Activist, Content Creator. Opinions are my own. Snapchat & IG: RAMrants",62343,33288,Tue Nov 08 23:59:28 +0000 2016,"If I turned every interaction I've had with Oregon voters into a poll, Oregon would be red. There's no enthusiasm for Hillary here. At all.","Eugene, OR",No,6,11
Chef Dougie,douglasnotdoug,I'd rather be divisive than indecisive Packers: 4-5,171,388,Tue Nov 08 23:59:28 +0000 2016,"RT @bruner_sara4: definitely rooting for hillary, but i think it's pretty important if she wins to not overlook her flaws/why people are so",,Yes,1,0
lindsay,LindsayrenzLr,Photographer.  Knitter.  Proud Liberal.,42,287,Tue Nov 08 23:59:28 +0000 2016,"RT @lizcgoodwin: Hillary Clinton left a message to the women of the ""pantsuit nation"" Facebook group https://t.co/1CGPiX6BO3","New York, USA",Yes,580,0
Minette.A.Maristela,Minsdiary,Passionate about God & my family. Always learning & becoming wiser day by day. Be wise & seek the Truth. Pray daily... End corruption. Trump for President!,214,180,Tue Nov 08 23:59:28 +0000 2016,"If Hillary wins, we will all suffer... Watch and Learn! You'll be sorry you voted for her! Be Smart and open your eyes. #ElectionNight","Chula Vista, CA",No,0,5
Michelle Grier,MimiieLafayette,Gabby Berry (5.07.15) King Bach (23.02.15) Max George (12.10.14) Cody Simpson (12.09.13) Mac faoro (6.07.15) Tanner Zagarino (15.07.15) Justin Bieber (06.11.15),826,1761,Tue Nov 08 23:59:28 +0000 2016,RT @HillaryClinton: Everything weve worked toward comes down to today. RT this if you're voting for Hillary: https://t.co/jfd3CXLD1s https,Quebec canada,Yes,65302,0
j,rowoonstae,"taehyung, whalien 52",3257,200,Tue Nov 08 23:59:28 +0000 2016,trump would shut down ao3 vote hillary #ImWithHer,#alwayswithyongguk,No,0,0
Deplorable Lynn,sag2horses,,3010,4262,Tue Nov 08 23:59:28 +0000 2016,RT @US_Army_Vet: Hillary had her maid print classified mat'l: NYPhttps://t.co/lEur7MncMo Breitbarthttps://t.co/q2nerd6kVU @American1765 @,"Jacksonville, Fl.",Yes,384,0
marisa whitfield,marisawhittt,suh dude,141,95,Tue Nov 08 23:59:28 +0000 2016,"RT @JuiceTha56: Will Hillary make pants suits mandatory? 

Will Trump build a wall on Mexicos border? 

Find out tomorrow on the season fin",,Yes,125833,0
Lex,differentalexis,My Next Move Better Than My Last Move.,344,187,Tue Nov 08 23:59:28 +0000 2016,RT @LouisFarrakhan: You will find out that Hillary Clinton deceived you just like all of the rest before. They promise you everything and g,,Yes,2275,0
kayy-luh,Im_Just_KMONT,Kayy|Twenty-Two|. 6'4|,1327,1018,Tue Nov 08 23:59:28 +0000 2016,They said Hillary Clinton is using cheat codes.  ,"Atlanta, GA",No,0,0
John Czerwonka,JohnCzer1,,2622,5000,Tue Nov 08 23:59:28 +0000 2016,"RT @ldbrillante: Hillary &amp; Trump are friend &amp; connected. You can't get rid of one by voting for the other!
Reject the SCAM!
Vote Dr. Jill S",,Yes,6,0
Lauren Newsome,_laurennewsome,22. Edinburgh. Obsessed with RuPaul's Drag Race and make-up.,1073,1320,Tue Nov 08 23:59:28 +0000 2016,RT @ltsDonaIdTrump_: Hillary Clinton's da sells avon,Edinburgh,Yes,830,0
Mesut zil,MesutOzilexis,Arsenal ll #BleedBlue ll Sidharth Malhotra ,831,63,Tue Nov 08 23:59:28 +0000 2016,RT @EmanDaGoon: Trump or Hillary. You're fucked America ,London,Yes,4,0
Ruben Holguin,RubenHolguin29,"Padre,Politico,Peledeista, Lider Comunitario, Presidente JPLD Lynn,Ma, Secretario De ValueUSA, Fanatico de Los Patriots-Boston",567,372,Tue Nov 08 23:59:28 +0000 2016,History will be made once again today when Hillary Clinton Wins as https://t.co/tXqsFPaBRk,"Lynn, MA",No,0,0
#Change Politics,ResetPolitics,,2695,1053,Tue Nov 08 23:59:28 +0000 2016,RT @BDUTT: Live from the Glass Ceiling I bet Hillary Clinton Will Smash tonight. The venue of her Victory Party. Facebook Live https://t.co,,Yes,157,0
,MiikeTasticle,|sc: xM.CHAELx,2289,1874,Tue Nov 08 23:59:28 +0000 2016,RT @Soulovillain: She need to die already. RT @luke_santa My grandma's reaction after someone vandalized her house with a Hillary sign http,United States,Yes,1263,0
weekByweek opinions,chill_kbye,,553,99,Tue Nov 08 23:59:28 +0000 2016,RT @souljaboy: I hope Hillary win fuck trump stupid ass,"Atlanta, GA",Yes,39419,0
PoliticalMaven,blondediamond99,Political Junkie-Democrat-Advocate *NO LISTS/NO HATE=BLOCKED* #TeamHillary #StrongerTogether #HillarysArmy #NotMyPresident #ImStillWithHER,1358,1771,Tue Nov 08 23:59:28 +0000 2016,RT @HillaryforMO: A vote for Hillary and Democrats down the ballot is a vote for the values that make America great: https://t.co/mVMj1fCCf,,Yes,7,0
Noah Boone,Future_Boone,Sc: future_boone    Hampton University  #757,3627,3695,Tue Nov 08 23:59:28 +0000 2016,RT @byalexus_: Hillary is the next president.,"Virginia Beach, VA",Yes,10,0
Lee YW,liyuanwei,+,111,278,Tue Nov 08 23:59:28 +0000 2016,RT @qz: From Nina Simone to Beyonce: The Quartz playlist of songs by women who rule https://t.co/34y9D4BdxT,Hong Kong,Yes,9,0
hbb,hannahbiering,girl cheese sandwich,369,238,Tue Nov 08 23:59:28 +0000 2016,"""Bring me my pantsuit"" -Hillary probably",#IMSTILLWITHHER,No,0,5
Dr. Thomas Paul,DrThomasPaul,"Past Life Therapy Center Founder/Therapist with #PastLivesTherapy Author, Dr. M. Netherton. http://t.co/UKKDen8aNC http://t.co/qtVNKmzpvl #pastliferegression",56154,55841,Tue Nov 08 23:59:28 +0000 2016,RT @DrThomasPaul: .@realDonaldTrump #Trump's the kind of guy who will take you to #battle if necessary and then make you his #ally. He's a,Los Angeles.Worldwide.Skype,Yes,8,0
Jim Deshazo@j_1285,kf4bef,Republican college grad poly Sci Vietnam Navy vet.DAV/Retired QASAS US Army concealed carry Political patriot Protestant stand with our police officers.,535,85,Tue Nov 08 23:59:28 +0000 2016,RT @YoungDems4Trump: Dear Hillary voters on the fence. Think of our future. Think of her crimes against all of us. Please don't send us all,United States,Yes,458,0
HermitInTheCity,ilbznu3,This profile is hacked :-{But luv ya anyway,291,551,Tue Nov 08 23:59:28 +0000 2016,we getit wegetit wegotit...neither hillary nor theTrumper https://t.co/BaVKqMbg4U,new york,No,0,0
not sotera,soteruh,TRUMP 2016,3640,92,Tue Nov 08 23:59:28 +0000 2016,#MyVote2016 Not Hillary  #MAGA https://t.co/gDNZDYYHYt,"Lynn, MA",No,0,1
ruan.rar,ruanmetralha,futuro membro da carreta furaco,310,427,Tue Nov 08 23:59:28 +0000 2016,#AskNicoleBahls hillary ou donald?,"Patos de Minas, MG, BRZAO",No,0,0
Michael Mavroulis,mikemavroulis,proud father,548,422,Tue Nov 08 23:59:28 +0000 2016,RT @souljaboy: I hope Hillary win fuck trump stupid ass,,Yes,39419,0
smol elf,okayskip,ut20 - #BLACKLIVESMATTER,2528,630,Tue Nov 08 23:59:28 +0000 2016,RT @fentyy: Rihanna deadass wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  #ElectionDay https://t.co/OKngY7lvNs,atx,Yes,23031,0
Nia,nwts1224,Hey it's me Nia,336,210,Tue Nov 08 23:59:28 +0000 2016,RT @KyraLawrence2: Well since Hillary ran for president this time i better be seeing Michelle Obama in four years .,"Georgia, USA",Yes,10,0
QueerTrumpublican,TonyBeavers1,54 yo single GWM  - Retired  Interior Designer. Renaissance man and seeker of knowledge and truth.. and a survivor... #MAGA Ready to help with restoration work!,2037,2112,Tue Nov 08 23:59:28 +0000 2016,"RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#ElectionD"," The OC, USA",Yes,1828,0
austin gerety,guuurrrrrddds,Cal Poly SLO // vibin  ~part-time forest guardian,294,200,Tue Nov 08 23:59:28 +0000 2016,"RT @kimayad_: Before Hillary Clinton, there was Shirley Chisholm. 

Thank you for paving the way. #UnboughtAndUnbossed72 #Election2016 http",,Yes,404,0
Patriot 4 Trump,BillJohnson42,"#TrumpArmy The USA will be greatly damaged if Donald Trump is not elected President. List = Block ..If you have a problem with harsh language, do not follow.",1238,1940,Tue Nov 08 23:59:28 +0000 2016,RT @wikileaks: Hillary Clinton is privately against gay marriage https://t.co/CvFM71cinV,,Yes,15271,0
Beyond The Sea,BlueSeaSailing,"Constitutional Capitalist, Conservative, Mom & Wife, #WomenForTrump #TrumpPence #MAGA #NeverHillary #NRA #LifeBeginsAtConception",375,787,Tue Nov 08 23:59:28 +0000 2016,"RT @ObviousTwoll: @RealJamesWoods not once has a ""calibration error"" turned a Hillary vote into a Trump vote. Soros resorting to desperatel",United States ,Yes,1302,0
Andrea Russo,arusso1984,,106,248,Tue Nov 08 23:59:28 +0000 2016,@LisaEdelstein can I ask you a question? Who do you think will win between Hillary and Trump? Thanks for the answer :-),,No,0,0
Mando,Armandoayala13,"Reno, Nevada",1536,688,Tue Nov 08 23:59:28 +0000 2016,RT @Truthbytony: Today's the day bitch. VOTE FA HILLARY. https://t.co/JSlc6ZCFrU,,Yes,179,0
FUCK TRUMP,badIandwentz,empanada puta,1623,297,Tue Nov 08 23:59:28 +0000 2016,RT @csydelko: 4 years ago I was on CNN for Obama's reelection. Hopefully I'll be making the same face when Hillary wins tonight. https://t.,black lives matter,Yes,4169,0
Sub Zero ++,PilotJonesss_,RIP JAMES,178,127,Tue Nov 08 23:59:28 +0000 2016,"RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?

Us: https://t.co/zqfFCAAOAV",,Yes,73399,0
ColdBlooder,ColdBlooder,"I say what i want, when i want. Can't handle it? #dealwithit We're ALL Doomed Since 1889!!",440,559,Tue Nov 08 23:59:28 +0000 2016,"If Hillary wins the election... Will she blow an intern to get back at Bill? God, so many questions this election year! #ElectionNight",Earth,No,0,0
Extreme Fitness,ExtremeFit4life,Dropping the fitness to help Donald Trump save the country from the NWO and #neverhillary and the ill-informed #nevertrumpers #neverBeckagain,469,420,Tue Nov 08 23:59:28 +0000 2016,RT @PrisonPlanet: More vote fraud in Philly. Dems handing out Hillary propaganda INSIDE polling station. https://t.co/CheWoAprKO,Upstate New York ,Yes,1493,0
Kassidy Wright,_kassidywright_,Oak Hill '16 || OU '20 @metzler_51,675,999,Tue Nov 08 23:59:28 +0000 2016,RT @jessicas1540: could never vote for hillary clinton just for the fact of how much she supports abortions,Oak Hill || Athens,Yes,1,0
Brian Hernandez,superbrian75,sc; superbrian75,222,195,Tue Nov 08 23:59:28 +0000 2016,RT @tharealversace: REASONS WHY YOU HAVE TO VOTE FOR HILLARY #VOTEHILLARY  https://t.co/eLzD2pVSw1,,Yes,12388,0
lil goya ,lilgoyafrijole,"you can dress up like twins , i can teach you some french ",230,240,Tue Nov 08 23:59:28 +0000 2016,your mcm voted for Hillary,in another universe,No,0,3
Casey,raphaellaN,"20+ years in policy, legislative development. Worked for Ministers on both sides - 'enlightening'. Social Justice was born on the right.",358,217,Tue Nov 08 23:59:27 +0000 2016,"RT @DailyMail: With 1.54% reporting in Kentucky: 

 Trump 68% 
 Hillary 28%

https://t.co/GMVxvJS7cN #ElectionNight",,Yes,142,0
???,Enger1776,,67,93,Tue Nov 08 23:59:27 +0000 2016,RT @SophiaHelwani: Hillary's greatest hits #7. Obama does the okie doke songl!  @placeboing @joerogan @TimKennedyMMA @Cowboycerrone @mitche,"Elmhurst, IL",Yes,24,0
RDB,RichardDBK,"I think, therefore I am. Everything else is just theory. Ask me about my feminist agenda.",67,845,Tue Nov 08 23:59:27 +0000 2016,"@RichardDBK No matter what you think of Hillary, that should at least give you pause to think about how historic this election is.","Georgia, USA",No,0,1
JackL,LepsJack,,148,151,Tue Nov 08 23:59:27 +0000 2016,RT @iduitmann: joke's on Hillary if she wins. she'll have to sit at the desk Monica sat under.,,Yes,4111,0
Brazilians4Trump,kiuwalsh,Christians are standing the together with Trump to defeat evil HC.,1133,1651,Tue Nov 08 23:59:27 +0000 2016,"RT @courierjournal: Joshua Roy, 18, said he's tired of all of Hillary's lies https://t.co/Ger1DjwX9n #KyElect #InElect","Connecticut, USA",Yes,17,0
mads,reneegoldsbery,,611,140,Tue Nov 08 23:59:27 +0000 2016,"RT @aristotiIes: election 2016
bad end: donald trump
neutral end: jill stein
golden end: bernie sanders
true end: hillary clinton
secret en",#blacklivesmatter,Yes,2825,0
LeeChi,JoeSaferly,,37,32,Tue Nov 08 23:59:27 +0000 2016,RT @realDonaldTrump: Hey Missouri let's defeat Crooked Hillary &amp; @koster4missouri! Koster supports Obamacare &amp; amnesty! Vote outsider Navy,"North Carolina, USA",Yes,12578,0
Random Citizen 4 DJT,TinaJ4Trump,New to Twitter & learning so much! I have to do whatever I can to help educate myself & others. The corruption & lies in our govt and media have to stop! #MAGA,293,330,Tue Nov 08 23:59:27 +0000 2016,RT @TheDonaldNews: NEW HAMPSHIRE : 52% TRUMP   -----   41% HILLARY https://t.co/xNpCXbnHuR,#AmericaFirst #TrumpPence16,Yes,179,0
Daisey Jane,daiseyjane13,,121,351,Tue Nov 08 23:59:27 +0000 2016,"RT @YoungDems4Trump: 207 Bernie voters for Trump in Arizona, folks! Counts as 414! Eat your heart out Hillary! I'm deflating your lies!
#Yo",,Yes,204,0
BJ,BobbyByThePound,21. |Global Boy$ Ent.| Coolin Neva Boolin,1683,756,Tue Nov 08 23:59:27 +0000 2016,RT @Chubb_longway2: Trump is beating Hillary ass bro lol,East Arlington/ San Mo,Yes,3,0
Jawn Michaels,Tweets_By_Zo,"P.R. Guy. 
Funny sometimes
Truster of the Process
Muay Thai Bad Boy in the making
#Lickface",146,293,Tue Nov 08 23:59:27 +0000 2016,"RT @Jezebel: All the sad, woke men forced to vote for Hillary Clinton https://t.co/X22INC8Dqa https://t.co/LXAvCNzHX0",215,Yes,32,0
iGotTheJuice,Savageassnecy,"East Atlanta,Bo$$Set @NatianaThames @SavageassAlliah @SavageAssKera #TrxllGXDS",1799,1923,Tue Nov 08 23:59:27 +0000 2016,"RT @memesuppIy: We don't want Trump, we don't want Hillary, we just want Cory back in the house","Atlanta, GA",Yes,3451,0
Ricky P.,Moviewatcher21,,22,30,Tue Nov 08 23:59:27 +0000 2016,RT @PrisonPlanet: Trump supporters in Pennsylvania seeing their votes switched to Hillary before their eyes. https://t.co/hfgye7AKaJ,,Yes,3889,0
weendyy,weeeendyy_,,2647,2774,Tue Nov 08 23:59:27 +0000 2016,RT @tharealversace: REASONS WHY YOU HAVE TO VOTE FOR HILLARY #VOTEHILLARY  https://t.co/eLzD2pVSw1,"Houston, TX",Yes,12388,0
CLou,RICindylou,,36,60,Tue Nov 08 23:59:27 +0000 2016,@stephenWalt Probably be like his birther one. I concede to Hillary period.,,No,0,0
Deplorable Tim,ts65136,,255,1032,Tue Nov 08 23:59:27 +0000 2016,"RT @2ALAW: Voter Fraud In Philadelphia
Push Button One For Hillary
Paid For By The Democratic County.

#ElectionNight 
#DonaldTrump https:/",Wisconsin,Yes,711,0
Mario Panighetti ,mpanighetti,SCARCE TO BE COUNTED,675,419,Tue Nov 08 23:59:27 +0000 2016,"RT @Spacekatgal: CSPAN is passing out free copies of the constitution at Hillary HQ, which is the most C-SPAN thing to do ever. #ImWithHer","Mountain View, CA",Yes,15,0
(((Libby Ann))),lIbby_annn,"You are more powerful than you know, and they fear the day you discover it - ~~~Anonymous Awakening~~~And so they damn well should. #NeverTrump #RefugeesWelcome",716,1267,Tue Nov 08 23:59:27 +0000 2016,RT @MrDane1982: Niece: Uncle Dane I voted in pre school today for Hillary Clinton!! https://t.co/hGKpI0Fv8P,,Yes,155,0
Ann E McCormick,c38372346,"Proud daughter of Utah Beach vet; Fan of Mississippi River, classic Chevs & the Moody Blues; Conservative; Pro-Life; Proudly blocked by @alecbaldwin & @ppact",930,2156,Tue Nov 08 23:59:27 +0000 2016,"RT @MissLizzyNJ: Oh so being married to a misogynistic serial adulterer makes Hillary a self-respecting woman? 
Give me a break. https:/",,Yes,168,0
DJ.,dejalenet,"Life is tricky baby, stay in your magic.",1092,858,Tue Nov 08 23:59:27 +0000 2016,"RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?

Us: https://t.co/zqfFCAAOAV",Indiana State University ,Yes,73399,0
Chanel99,deessssst,"Mara Desta 
muy ella, muy suya y muy a lo suyo                                                   
boobs ",661,339,Tue Nov 08 23:59:27 +0000 2016,RT @pizzaparacenar: Ni Trump ni Hillary https://t.co/O4X2zybhAX,"Alcorcn, Comunidad de Madrid",Yes,12670,0
Diana,dianuuhh,,717,256,Tue Nov 08 23:59:27 +0000 2016,RT @REALBrianStreng: Joke is on Hillary if she wins the election because that means she has to sit at the desk Monica was under,"Austin, TX",Yes,1152,0
raina ,styIesIuxe,stay hydrated,1840,129,Tue Nov 08 23:59:27 +0000 2016,RT @BangYaBrainsOut: if Hillary wins I'll PayPal everyone $100 that RTs this.,k m s k j,Yes,33979,0
Raylan West,RaylanWest,"I shoot first, and that's it. I don't have any questions. -- foreign gay patriot doing what little I can to #MAGA (Also on https://t.co/lwdAqFlZJL)",150,264,Tue Nov 08 23:59:27 +0000 2016,Hillary took money from Saudis. #WTFAmericaIn5Words https://t.co/0eNYVsHpkq,"Brussels, Belgium",No,0,0
 Lauriie ,Laurie_LDL,"Si la vie vous jette par terre ,levez les yeux : il y a des toiles au-dessus de vous.         Neverland",317,282,Tue Nov 08 23:59:27 +0000 2016,RT @J4CKMULL: Hillary Clinton really did the #MannequinChallenge on #ElectionDay https://t.co/DxtJuf0zG0,,Yes,13981,0
John Carr,johncarrtweety,Bio,38,61,Tue Nov 08 23:59:27 +0000 2016,Crooked Hillary !,The Netherlands,No,0,0
darthmiho,darthmiho,Who the hell are you people!?,188,489,Tue Nov 08 23:59:27 +0000 2016,"RT @Spacekatgal: CSPAN is passing out free copies of the constitution at Hillary HQ, which is the most C-SPAN thing to do ever. #ImWithHer","Northampton, MA",Yes,15,0
yami,yamss____,sc: yams5s5,731,749,Tue Nov 08 23:59:27 +0000 2016,the stars are going to work in Hillary's favor js,San Marcos,No,0,4
Jggy Ngg,trvl_god, out of killumbus one day,1301,1188,Tue Nov 08 23:59:27 +0000 2016,RT @J4CKMULL: Hillary Clinton really did the #MannequinChallenge on #ElectionDay https://t.co/DxtJuf0zG0,,Yes,13981,0
Stephanie,stephmarieee,,608,345,Tue Nov 08 23:59:27 +0000 2016,@ODOGGOD same haven't seen one Hillary sign at all,,No,0,0
Jessica C,Jessica48911162,,13,65,Tue Nov 08 23:59:27 +0000 2016,"RT @YoungDems4Trump: 207 Bernie voters for Trump in Arizona, folks! Counts as 414! Eat your heart out Hillary! I'm deflating your lies!
#Yo",,Yes,204,0
Dallas St. Clair,dallaselaineee,,211,162,Tue Nov 08 23:59:27 +0000 2016,"RT @NRich_5: If Hillary Clinton takes an early lead tomorrow nobody stress out, its just the Trump supporters haven't got off work yet",,Yes,22225,0
basquiat enthusiast,lonelyabstract,"A 4.0 means Im four shades lighter because apparently intelligence is a white trait.
kennedy",4079,3705,Tue Nov 08 23:59:27 +0000 2016,"RT @chasemylovex: no, Hillary is not the ""ideal candidate"" but we still gonna vote for her tho... and we'll deal with sis later, ya hear me",JH,Yes,1839,0
Klwn ,jaqueoozi,comedian / writer / visual artist / podcaster -- MOST TWEETS ARE FACETIOUS AND SATIRICAL --,92,393,Tue Nov 08 23:59:27 +0000 2016,"@ThatKarnMcCloud PAHAHAHA NEVER HEARD THAT GEM OF POLITICAL COMMENTARY BEFORE! HEY KARN, TRUMP HAS GOOFY HAIR AND HILLARY DABBED ONCE! PFFFT","Manchester, England",No,0,1
Babatunde,TuNaLdO,Computer Scientist |  MUFC | Aspiring Actor | Football Analyst | Poet |,2110,1366,Tue Nov 08 23:59:27 +0000 2016,"RT @DailyMail: With 1% reporting in Indiana:

 Trump: 69.52% 
 Hillary 26.78%

https://t.co/gEj5j7aP5X #ElectionNight https://t.co/C7hORH",...,Yes,99,0
julia s/h,spacesoons,im on study leave for finals !,408,77,Tue Nov 08 23:59:27 +0000 2016,RT @souljaboy: I hope Hillary win fuck trump stupid ass,she/her #blm,Yes,39419,0
Laguerre,knlaguerre,,107,159,Tue Nov 08 23:59:27 +0000 2016,"RT @thetrudz: History, Symbolism &amp; Representation: Examining The Meaning of Hillary Rodham Clinton's Rise https://t.co/9EPPKpGgKe https://t",,Yes,62,0
.,rodawyd,,7814,2344,Tue Nov 08 23:59:27 +0000 2016,"RT @JuiceTha56: Will Hillary make pants suits mandatory? 

Will Trump build a wall on Mexicos border? 

Find out tomorrow on the season fin",Sarutobi Clan,Yes,125833,0
Dionne Serviggio,ImDuchessK,Predicted that Trump would be the 45th President of the United States of America,1339,1319,Tue Nov 08 23:59:27 +0000 2016,"Want more wars,  want more debt,  want no jobs,  want terrorism, want drug flow, want illegal immigration then vote Hillary if not then MAGA",Year of the Savages,No,0,0
Jay McIntyre,JayMcIntyre1,Libertarian!  #UniteGold Co author of Lowther and Deardon: Tainted Gold!  Buy it at http://t.co/wmH4uWUw8c,873,1027,Tue Nov 08 23:59:27 +0000 2016,"RT @BobMacAZ: CIA Officially Breaks Their Silence, Reveals Top Secret Info on Hillary Shes Done https://t.co/oFQmT2ksXI via @USADailyInfo",Pennsylvania,Yes,6,0
JDOZIER,JDOZIER66,I don't care what news outlet you watch. Profanity and personal attacks get blocked. No Dem propaganda talking points or rhetoric,164,106,Tue Nov 08 23:59:27 +0000 2016,RT @PrisonPlanet: More vote fraud in Philly. Dems handing out Hillary propaganda INSIDE polling station. https://t.co/CheWoAprKO,"Cedar Bluff, Alabama",Yes,1493,0
Zumble,Jzumble,Your daily dose of greatness. Remember the JUNGLE. Goons never die,3608,320,Tue Nov 08 23:59:27 +0000 2016,RT @ReVamPT_EvL: Kids nationwide once Hillary gets in office. Don't let this happen https://t.co/FYJ3I0qaUB,VA,Yes,2,0
American Voter,ajvandenburgh,"Female, Christian, Conservative, Mother, Wife, AMERICAN, Millennial, (BFA) Educated, Proud Trump Supporter. #Trump2016  I've lived in FL, GA, AL, MI, OH, and CA",320,228,Tue Nov 08 23:59:27 +0000 2016,"RT @ConstanceQueen8: Tracking Voter TurnOut
Hope This Trends
In The Other 44 States

#Vote4Trump 
#Defeat_Hillary
#HillaryForPrisi",,Yes,1373,0
RyanQC,RyanQC1,3rd Party Special Inspector. QC consulting.,4,15,Tue Nov 08 23:59:27 +0000 2016,@LarsLarsonShow driving up to 05 and out patent just now 200 Trump signs not one Hillary,,No,0,0
Carol,CarolCcsee,,269,151,Tue Nov 08 23:59:26 +0000 2016,RT @MaryLoveUS4: More Philly Voter Fraud=&gt; Election Workers Hand Out Instructions to Vote Hillary (VIDEO) https://t.co/br0QOB4q2R https://t,,Yes,9,0
PRES.TRUMP SAVED USA,ELZUNIA79,,834,234,Tue Nov 08 23:59:26 +0000 2016,"RT @YoungDems4Trump: if you are still undecided:

Trump loves America.
Hillary hates Americans.

The choice is simple and clear.

#myvote20","Illinois, USA",Yes,1664,0
eray,teameray,,397,244,Tue Nov 08 23:59:26 +0000 2016,RT @fentyy: Rihanna deadass wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  #ElectionDay https://t.co/OKngY7lvNs,,Yes,23031,0
Caleb Brankle,CalebBrankle,,76,62,Tue Nov 08 23:59:26 +0000 2016,RT @wikileaks: Hillary Clinton is privately against gay marriage https://t.co/CvFM71cinV,Siloam Springs ,Yes,15271,0
Will James,wmhjames,,92,464,Tue Nov 08 23:59:26 +0000 2016,RT @thehill: Spokesman: George W. Bush did not vote for Clinton https://t.co/AMuzb6nyiM https://t.co/WcqFBXo1YK,"Pembrokeshire, UK",Yes,42,0
Marty,deryloconstruct,https://t.co/0bfmflQFnH,139,211,Tue Nov 08 23:59:26 +0000 2016,RT @Pamela_Moore13: Indiana is joining Kentucky saying Hell No to Hillary! https://t.co/Ip6DZVgiaa,"Ephrata, PA",Yes,129,0
